学校,科类,专业,最低分
华东理工大学,理科,风景园林,373
华东理工大学,理科,数学类,373
华东理工大学,理科,电子信息类,373
华东理工大学,理科,能源与动力工程,372
华东理工大学,理科,应用化学,372
华东理工大学,理科,化学工程与工艺（中外合作办学）,372
华东理工大学,理科,外国语言文学类,372
华东理工大学,理科,化工与制药类,372
华东理工大学,理科,环境科学与工程类,372
华东理工大学,理科,管理科学与工程类,372
华东理工大学,理科,药学类,372
华东理工大学,理科,物理学类,371
华东理工大学,理科,材料类,371
华东理工大学,理科,机械类,371
华东理工大学,理科,食品科学与工程类,371
华东理工大学,理科,生物工程类,371
华东理工大学,文科,会计学,370
华东理工大学,文科,国际经济与贸易,368
华东理工大学,文科,经济学类,368
华东理工大学,文科,法学,367
华东理工大学,文科,工业设计,367
华东理工大学,文科,风景园林,367
华东理工大学,文科,工商管理类,367
华东理工大学,文科,外国语言文学类,364
华东理工大学,文科,公共管理类,363
同济大学,理科,城乡规划,399
同济大学,理科,建筑学,396
同济大学,理科,车辆工程,392
同济大学,理科,土木工程,392
同济大学,理科,风景园林,391
同济大学,理科,工业设计,391
同济大学,理科,测绘工程,390
同济大学,理科,理科试验班（化学类）,390
同济大学,理科,临床医学（“5+3”一体化）,390
同济大学,理科,新闻传播学类,389
同济大学,理科,理科试验班（海洋类）,389
同济大学,理科,社会科学试验班（经济类）,389
同济大学,理科,工科试验班（轨道交通）,389
同济大学,理科,历史建筑保护工程,388
同济大学,理科,软件工程,388
同济大学,理科,工科试验班（电气类）,388
同济大学,理科,社会科学试验班（管理类）,388
同济大学,理科,工科试验班（电子类）,388
同济大学,理科,机械类（机械设计制造及其自动化等专业）（中外合作办学）,388
同济大学,理科,生物科学类,387
同济大学,理科,工科试验班（机械类）,387
同济大学,理科,工程力学,387
同济大学,理科,工科试验班（能源类）,387
同济大学,理科,理科试验班（数学类）,387
同济大学,理科,工科试验班（环境类）,387
同济大学,理科,工科试验班（交通类）,387
同济大学,理科,工科试验班（地质与水利工程类）,387
同济大学,文科,建筑学,390
同济大学,文科,英语,387
同济大学,文科,日语,385
同济大学,文科,德语,385
同济大学,文科,社会科学试验班（管理类）,385
同济大学,文科,法学,382
同济大学,文科,新闻传播学类,382
同济大学,文科,城乡规划,381
同济大学,文科,政治学与行政学,381
同济大学,文科,人文科学试验班（哲学、文化产业管理、汉语言文学）,381
上海交通大学,理科,机械类（国际化人才培养试点班）,410
上海交通大学,理科,电子信息类（交大密西根学院）（中外合作办学）,410
上海交通大学,理科,电子信息类,409
上海交通大学,理科,电子信息类（IEEE试点班）,409
上海交通大学,理科,经济学类,408
上海交通大学,理科,工商管理类,407
上海交通大学,文科,经济学类,407
南京财经大学,理科,会计学,356
南京财经大学,理科,财务管理,352
南京财经大学,理科,审计学,352
南京财经大学,理科,金融学,351
南京财经大学,理科,财政学,350
南京财经大学,理科,法学,349
南京财经大学,理科,金融工程,349
南京财经大学,理科,税收学,349
南京财经大学,理科,经济学（基地班）,349
南京财经大学,理科,国际经济与贸易,348
南京财经大学,理科,计算机科学与技术,347
南京财经大学,理科,广告学,347
南京财经大学,理科,网络与新媒体,347
南京财经大学,理科,法语,347
南京财经大学,理科,保险学,347
南京财经大学,理科,工商管理,347
南京财经大学,理科,资产评估,347
南京财经大学,理科,经济统计学,347
南京财经大学,理科,劳动与社会保障,347
南京财经大学,理科,人力资源管理,347
南京财经大学,理科,管理科学,346
南京财经大学,理科,质量管理工程,346
南京财经大学,理科,旅游管理,346
南京财经大学,理科,食品科学与工程,346
南京财经大学,理科,粮食工程,346
南京财经大学,理科,应用化学,346
南京财经大学,理科,数学与应用数学,346
南京财经大学,理科,信息管理与信息系统,346
南京财经大学,理科,电子商务,346
南京财经大学,理科,英语,346
南京财经大学,理科,投资学,346
南京财经大学,理科,市场营销,346
南京财经大学,理科,食品质量与安全,346
南京财经大学,理科,房地产开发与管理,346
南京财经大学,理科,公共事业管理,346
南京财经大学,理科,物流管理,346
南京财经大学,理科,信用管理,346
南京财经大学,理科,金融数学,346
南京财经大学,理科,贸易经济,346
南京财经大学,理科,软件工程（嵌入式培养）,346
南京财经大学,理科,物联网工程,346
南京财经大学,理科,工业工程,346
南京财经大学,理科,工商管理类（工商管理（环境商务））（中外合作办学）,342
南京财经大学,文科,会计学,353
南京财经大学,文科,审计学,350
南京财经大学,文科,金融学,349
南京财经大学,文科,法语,348
南京财经大学,文科,财务管理,348
南京财经大学,文科,旅游管理,347
南京财经大学,文科,法学,347
南京财经大学,文科,广告学,347
南京财经大学,文科,社会工作,347
南京财经大学,文科,网络与新媒体,347
南京财经大学,文科,新闻学,347
南京财经大学,文科,英语,347
南京财经大学,文科,保险学,347
南京财经大学,文科,投资学,347
南京财经大学,文科,市场营销,347
南京财经大学,文科,工商管理,347
南京财经大学,文科,房地产开发与管理,347
南京财经大学,文科,财政学,347
南京财经大学,文科,公共事业管理,347
南京财经大学,文科,劳动与社会保障,347
南京财经大学,文科,物流管理,347
南京财经大学,文科,人力资源管理,347
南京财经大学,文科,税收学,347
南京财经大学,文科,经济学（基地班）,347
南京财经大学,文科,信用管理,347
南京财经大学,文科,国际经济与贸易,347
南京财经大学,文科,贸易经济,347
南京财经大学,文科,工商管理类（工商管理（环境商务））（中外合作办学）,337
重庆大学,理科,会计学（ACCA）,378
重庆大学,理科,工业设计,376
重庆大学,理科,建筑学,376
重庆大学,理科,金融学,375
重庆大学,理科,会计学,375
重庆大学,理科,经济学类,374
重庆大学,理科,软件工程,373
重庆大学,理科,建筑环境与能源应用工程,373
重庆大学,理科,给排水科学与工程,373
重庆大学,理科,电气工程及其自动化,373
重庆大学,理科,风景园林,373
重庆大学,理科,计算机科学与技术,373
重庆大学,理科,机械设计制造及其自动化,372
重庆大学,理科,信息管理与信息系统,372
重庆大学,理科,财务管理,372
重庆大学,理科,电子信息工程,371
重庆大学,理科,生物工程,371
重庆大学,理科,工商管理,371
重庆大学,理科,机械电子工程,371
重庆大学,理科,城乡规划,371
重庆大学,理科,能源经济,371
重庆大学,理科,公共管理类,371
重庆大学,理科,数学类,371
重庆大学,理科,信息安全,370
重庆大学,理科,环境科学,370
重庆大学,理科,测控技术与仪器,370
重庆大学,理科,自动化,370
重庆大学,理科,通信工程,370
重庆大学,理科,土木工程,370
重庆大学,理科,生物医学工程,370
重庆大学,理科,药学,370
重庆大学,理科,工程管理,370
重庆大学,理科,工程造价,370
重庆大学,理科,物流工程,370
重庆大学,理科,集成电路设计与集成系统,370
重庆大学,理科,生物科学,370
重庆大学,理科,房地产开发与管理,370
重庆大学,理科,城市地下空间工程,370
重庆大学,理科,光电信息科学与工程,370
重庆大学,理科,环境科学与工程类,370
重庆大学,理科,能源动力类,370
重庆大学,理科,材料科学与工程,369
重庆大学,理科,材料成型及控制工程,369
重庆大学,理科,车辆工程,369
重庆大学,理科,化学工程与工艺,369
重庆大学,理科,工业工程,369
重庆大学,理科,物理学类,369
重庆大学,理科,航空航天类,369
重庆大学,文科,经济学类,374
重庆大学,文科,德语,372
重庆大学,文科,法学类,372
重庆大学,文科,公共管理类,372
重庆大学,文科,人文科学试验班（含汉语言文学等4个专业）,372
重庆大学,文科,英语,371
重庆大学,文科,日语,371
重庆大学,文科,新闻传播学类,371
重庆大学,文科,风景园林,370
西南大学,理科,日语,366
西南大学,理科,工商管理类,366
西南大学,理科,管理科学与工程类,365
西南大学,理科,英语,359
西南大学,理科,物理学,359
西南大学,理科,网络工程,359
西南大学,理科,数学类,359
西南大学,理科,电子信息类,358
西南大学,理科,化学类,357
西南大学,理科,蚕学,356
西南大学,理科,材料类,356
西南大学,理科,土木类,356
西南大学,理科,食品科学与工程类,356
西南大学,理科,制药工程,355
西南大学,理科,动物科学,355
西南大学,理科,药学,355
西南大学,理科,风景园林,355
西南大学,理科,植物生产类,355
西南大学,理科,机械类,355
西南大学,理科,环境科学与工程类,355
西南大学,理科,生物科学类,355
西南大学,理科,纺织类,354
西南大学,文科,新闻学,363
西南大学,文科,英语,360
西南大学,文科,日语,360
西南大学,文科,德语,359
西南大学,文科,法学,357
西南大学,文科,文化产业管理,357
西南大学,文科,中国语言文学类,357
南京工业大学,理科,建筑学,351
南京工业大学,理科,金融学,350
南京工业大学,理科,会计学,349
南京工业大学,理科,电气工程及其自动化,348
南京工业大学,理科,工业设计,348
南京工业大学,理科,自动化,348
南京工业大学,理科,计算机科学与技术,348
南京工业大学,理科,风景园林,347
南京工业大学,理科,环境工程,347
南京工业大学,理科,通信工程,347
南京工业大学,理科,计算机科学与技术（嵌入式培养）,347
南京工业大学,理科,信息管理与信息系统,347
南京工业大学,理科,城乡规划,346
南京工业大学,理科,光电信息科学与工程,346
南京工业大学,理科,交通工程,346
南京工业大学,理科,工程管理,346
南京工业大学,理科,数学与应用数学,346
南京工业大学,理科,电子信息工程,346
南京工业大学,理科,工业工程,345
南京工业大学,理科,建筑环境与能源应用工程,345
南京工业大学,理科,建筑电气与智能化,345
南京工业大学,理科,地理信息科学,345
南京工业大学,理科,测控技术与仪器,345
南京工业大学,理科,新能源科学与工程,345
南京工业大学,理科,化学工程与工艺,345
南京工业大学,理科,安全工程,345
南京工业大学,理科,消防工程,345
南京工业大学,理科,生物工程类,345
南京工业大学,理科,制药工程,345
南京工业大学,理科,工程力学,345
南京工业大学,理科,应用物理学,345
南京工业大学,理科,焊接技术与工程,345
南京工业大学,理科,新能源材料与器件,345
南京工业大学,理科,给排水科学与工程,345
南京工业大学,理科,测绘工程,345
南京工业大学,理科,轻化工程,345
南京工业大学,理科,交通工程（城市轨道交通）,345
南京工业大学,理科,冶金工程,345
南京工业大学,理科,应用化学,345
南京工业大学,理科,环境科学,345
南京工业大学,理科,药物制剂,345
南京工业大学,理科,土木工程,345
南京工业大学,理科,车辆工程,345
南京工业大学,理科,机械工程,345
南京工业大学,理科,水质科学与技术,345
南京工业大学,理科,勘查技术与工程,345
南京工业大学,理科,复合材料与工程,345
南京工业大学,理科,材料科学与工程,345
南京工业大学,理科,能源与动力工程,345
南京工业大学,理科,食品科学与工程,345
南京工业大学,理科,城市地下空间工程,345
南京工业大学,理科,过程装备与控制工程,345
南京工业大学,理科,高分子材料与工程,345
南京工业大学,理科,资源环境科学,345
南京工业大学,理科,食品质量与安全,345
南京工业大学,理科,金属材料工程,345
南京工业大学,理科,化学,345
南京工业大学,理科,无机非金属材料工程,345
南京工业大学,理科,能源与环境系统工程,345
南京工业大学,理科,药学,345
南京工业大学,理科,信息与计算科学（嵌入式培养）,345
南京工业大学,理科,电子信息类（电子信息工程）（中外合作办学）,333
南京工业大学,理科,化工与制药类（制药工程）（中外合作办学）,332
南京工业大学,理科,机械类（机械工程）（中外合作办学）,332
南京工业大学,文科,会计学,343
南京工业大学,文科,金融学,342
南京工业大学,文科,城乡规划,342
南京工业大学,文科,工程管理,341
南京工业大学,文科,法学,340
南京工业大学,文科,社会工作,340
南京工业大学,文科,英语,340
南京工业大学,文科,德语,340
南京工业大学,文科,建筑环境与能源应用工程,340
南京工业大学,文科,风景园林,340
南京工业大学,文科,工业设计,340
南京工业大学,文科,人力资源管理,340
南京工业大学,文科,信息管理与信息系统,340
南京工业大学,文科,食品质量与安全,340
南京工业大学,文科,日语,339
南京工业大学,文科,国际经济与贸易,339
南京工业大学,文科,汉语国际教育,339
南京工业大学,文科,建筑电气与智能化,339
南京工业大学,文科,行政管理,339
南京工业大学,文科,工商管理,339
南京工业大学,文科,公共事业管理,339
南京工业大学,文科,市场营销,339
太原理工大学,理科,电气工程及其自动化,354
太原理工大学,理科,建筑学,350
太原理工大学,理科,土木工程,350
太原理工大学,理科,机械设计制造及其自动化,350
太原理工大学,理科,自动化,350
太原理工大学,理科,光电信息科学与工程,350
太原理工大学,理科,通信工程,350
太原理工大学,理科,电子科学与技术,350
太原理工大学,理科,过程装备与控制工程,349
太原理工大学,理科,安全工程,349
太原理工大学,理科,车辆工程,349
太原理工大学,理科,机械电子工程,349
太原理工大学,理科,材料成型及控制工程,349
太原理工大学,理科,城市地下空间工程,349
太原理工大学,理科,能源与动力工程,349
太原理工大学,理科,电子信息工程,349
太原理工大学,理科,应用物理学,349
太原理工大学,理科,物联网工程,349
太原理工大学,理科,信息安全,348
太原理工大学,理科,水利水电工程,348
太原理工大学,理科,水文与水资源工程,348
太原理工大学,理科,环境工程,348
太原理工大学,理科,应用化学,348
太原理工大学,理科,化学工程与工艺,348
太原理工大学,理科,制药工程,348
太原理工大学,理科,工业设计,348
太原理工大学,理科,冶金工程,348
太原理工大学,理科,服装设计与工程,348
太原理工大学,理科,纺织工程,348
太原理工大学,理科,测绘工程,348
太原理工大学,理科,道路桥梁与渡河工程,348
太原理工大学,理科,农业水利工程,348
太原理工大学,理科,信息与计算科学,348
太原理工大学,理科,数学与应用数学,348
太原理工大学,理科,建筑环境与能源应用工程,348
太原理工大学,理科,生物医学工程,348
太原理工大学,理科,工程力学,348
太原理工大学,理科,光源与照明,348
太原理工大学,理科,工程管理,348
太原理工大学,理科,文物保护技术,337
大连理工大学,理科,电子信息类（电气信息类创新实验班）,375
大连理工大学,理科,电气工程及其自动化,375
大连理工大学,理科,工程力学（钱令希力学创新实验班）,375
大连理工大学,理科,工程力学,374
大连理工大学,理科,机械设计制造及其自动化（日语强化）,374
大连理工大学,理科,电子信息工程（含英语强化班）,374
大连理工大学,理科,建筑学,374
大连理工大学,理科,计算机科学与技术,373
大连理工大学,理科,自动化,373
大连理工大学,理科,金融学类,373
大连理工大学,理科,工业设计,373
大连理工大学,理科,船舶与海洋工程,373
大连理工大学,理科,数学类,373
大连理工大学,理科,化工与制药类（化工环境生命类创新实验班）,373
大连理工大学,理科,工程管理,372
大连理工大学,理科,工商管理类,372
大连理工大学,理科,电子科学与技术,372
大连理工大学,理科,环境科学与工程类,372
大连理工大学,理科,车辆工程（英语强化）,372
大连理工大学,理科,土木工程（含国际班）,372
大连理工大学,理科,飞行器设计与工程,372
大连理工大学,理科,计算机科学与技术（日语强化）,372
大连理工大学,理科,城乡规划,372
大连理工大学,理科,高分子材料与工程,371
大连理工大学,理科,生物工程,371
大连理工大学,理科,交通工程,371
大连理工大学,理科,能源动力类,371
大连理工大学,理科,信息管理与信息系统,371
大连理工大学,理科,金属材料工程（日语强化）,371
大连理工大学,理科,水利类,371
大连理工大学,理科,应用物理学（王大珩物理科学班）,371
大连理工大学,理科,机械类,371
大连理工大学,理科,机械类（机械类创新实验班）,371
大连理工大学,理科,物理学类,370
大连理工大学,理科,应用化学,370
大连理工大学,理科,建筑环境与能源应用工程,370
大连理工大学,理科,生物医学工程,370
大连理工大学,理科,集成电路设计与集成系统,370
大连理工大学,理科,化学工程与工艺（含国际班）,370
大连理工大学,理科,过程装备与控制工程,370
大连理工大学,理科,材料类,370
大连理工大学,理科,软件工程（含网络工程）,370
大连理工大学,文科,新闻传播学类,361
大连理工大学,文科,公共管理类,360
大连理工大学,文科,日语,359
大连理工大学,文科,哲学,359
大连理工大学,文科,英语（英语、翻译）,359
辽宁大学,理科,会计学,352
辽宁大学,理科,经济学类（经济学、经济统计学、国民经济管理）,351
辽宁大学,理科,电子科学与技术,350
辽宁大学,理科,生物科学类（生物科学、生物技术）,348
辽宁大学,理科,数学类（数学与应用数学、信息与计算科学）,348
辽宁大学,理科,环境工程,348
辽宁大学,文科,金融学类（金融学、保险学）,356
辽宁大学,文科,法学,355
辽宁大学,文科,档案学,353
辽宁大学,文科,德语,353
辽宁大学,文科,汉语国际教育,352
辽宁大学,文科,新闻学,351
辽宁大学,文科,广告学,349
辽宁大学,文科,行政管理,349
辽宁大学,文科,英语,349
辽宁大学,文科,劳动与社会保障,348
辽宁大学,文科,工商管理类（会计学）（中外合作办学）,339
辽宁大学,文科,工商管理类（工商管理）（中外合作办学）,334
大连海事大学,理科,交通运输,358
大连海事大学,理科,法学,357
大连海事大学,理科,通信工程,356
大连海事大学,理科,英语,356
大连海事大学,理科,电子信息工程,355
大连海事大学,理科,自动化,352
大连海事大学,理科,计算机科学与技术,352
大连海事大学,理科,电气工程及其自动化,352
大连海事大学,理科,软件工程,352
大连海事大学,理科,物流工程,352
大连海事大学,理科,机械设计制造及其自动化,352
大连海事大学,理科,交通管理,352
大连海事大学,理科,智能科学与技术,352
大连海事大学,理科,能源与动力工程,352
大连海事大学,理科,轮机工程（陆上专业）,352
大连海事大学,理科,应用物理学,351
大连海事大学,理科,电子信息科学与技术,351
大连海事大学,理科,环境工程,351
大连海事大学,理科,信息管理与信息系统,351
大连海事大学,理科,工商管理,351
大连海事大学,理科,电子商务,351
大连海事大学,理科,公共事业管理,351
大连海事大学,理科,物流管理,351
大连海事大学,理科,测控技术与仪器,351
大连海事大学,理科,网络工程,351
大连海事大学,理科,数学与应用数学,351
大连海事大学,理科,救助与打捞工程,351
大连海事大学,理科,物联网工程,351
大连海事大学,理科,光电信息科学与工程,351
大连海事大学,文科,法学,356
大连海事大学,文科,财务管理,355
大连海事大学,文科,经济学,353
大连海事大学,文科,英语,351
大连海事大学,文科,政治学与行政学,350
大连海事大学,文科,社会工作,350
延边大学,理科,临床医学,366
延边大学,理科,麻醉学,364
延边大学,理科,机械设计制造及其自动化,359
延边大学,理科,电子信息类,359
延边大学,理科,药学类,359
延边大学,文科,朝鲜语,341
延边大学,文科,法学,340
延边大学,文科,工商管理类,338
南京大学,理科,理科试验班（数学与应用数学、信息与计算科学、统计学、物理学、化学、生物科学、生物科学（生物物理学）、计算机科学与技术、天文学、生物科学（生物化学））（大理科班）,398
南京大学,理科,经济管理试验班（经济学、经济学（产业经济）、金融学、工商管理（人力资源）、金融工程、保险学、国际经济与贸易、工商管理、财政学、市场营销、会计学、财务管理、电子商务）,395
南京大学,理科,计算机类,393
南京大学,理科,理科试验班（数学与应用数学、信息与计算科学、统计学、物理学、应用物理学、声学、天文学、空间科学与技术、大气科学、应用气象学）（数理科学类）,392
南京大学,理科,临床医学,391
南京大学,理科,社会科学试验班（法学、政治学与行政学、国际政治、社会学、社会工作、信息管理与信息系统、行政管理、劳动与社会保障、应用心理学、图书馆学、档案学、编辑出版学）,390
南京大学,理科,软件工程,388
南京大学,理科,口腔医学,388
南京大学,理科,电子信息类,387
南京大学,理科,理科试验班,387
南京大学,理科,理科试验班（化学、应用化学、生物科学、环境工程、生物技术、生态学、环境科学（环境化学与环境生物）、环境科学（环境规划与管理））（化学与生命科学类）,387
南京大学,理科,工科试验班（材料物理、材料化学、新能源科学与工程、光电信息科学与工程、生物医学工程、金融工程、工业工程、自动化、建筑学、城乡规划（五年制））,387
南京大学,理科,临床医学（“5+3”一体化）,387
南京大学,文科,经济管理试验班（经济学、金融学、金融工程、保险学、国际经济与贸易、工商管理、市场营销、会计学、财务管理、电子商务、经济学（产业经济）、工商管理（人力资源））,392
南京大学,文科,外国语言文学类（英语、德语、西班牙语、法语）,388
南京大学,文科,社会科学试验班（法学、政治学与行政学、行政管理、劳动与社会保障、国际政治、社会学、社会工作、应用心理学、图书馆学、档案学、编辑出版学）,384
南京大学,文科,人文科学试验班（汉语言文学、历史学、考古学、哲学、汉语国际教育、新闻学、广播电视学、广告学、考古学（文物鉴定））（人文艺术传播类）,384
江南大学,理科,工业设计,364
江南大学,理科,金融学,360
江南大学,理科,数字媒体技术,359
江南大学,理科,食品质量与安全,359
江南大学,理科,食品科学与工程,359
江南大学,理科,信息与计算科学,358
江南大学,理科,物联网工程,358
江南大学,理科,计算机科学与技术,358
江南大学,理科,光电信息科学与工程,358
江南大学,理科,服装设计与工程,358
江南大学,理科,临床医学,358
江南大学,理科,工商管理类（工商管理、会计学）,358
江南大学,理科,教育学类（教育技术学、小学教育）（师范）,358
江南大学,理科,英语,357
江南大学,理科,制药工程,357
江南大学,理科,包装工程,357
江南大学,理科,国际经济与贸易,357
江南大学,理科,土木工程,357
江南大学,理科,环境工程,357
江南大学,理科,化学工程与工艺,357
江南大学,理科,高分子材料与工程,357
江南大学,理科,应用化学,357
江南大学,理科,自动化类,357
江南大学,理科,生物工程类,357
江南大学,理科,工程管理,357
江南大学,理科,电子信息类（通信工程、微电子科学与工程）,357
江南大学,理科,轻化工程,356
江南大学,理科,纺织工程,356
江南大学,理科,机械类（机械工程、机械电子工程、过程装备与控制工程）,356
江南大学,理科,工商管理类（工商管理）（中外合作办学）,348
江南大学,文科,金融学,359
江南大学,文科,汉语言文学,356
江南大学,文科,英语,356
江南大学,文科,国际经济与贸易,356
江南大学,文科,工商管理类（工商管理、会计学）,356
江南大学,文科,教育学类（教育技术学、小学教育）（师范）,356
江南大学,文科,工业工程,355
江南大学,文科,日语,355
江南大学,文科,法学类（法学、社会工作）,355
江南大学,文科,工商管理类（工商管理）（中外合作办学）,346
南京航空航天大学,理科,电气工程及其自动化,381
南京航空航天大学,理科,信息与计算科学,380
南京航空航天大学,理科,工程力学,380
南京航空航天大学,理科,自动化,379
南京航空航天大学,理科,计算机科学与技术,378
南京航空航天大学,理科,飞行器设计与工程（航天）,378
南京航空航天大学,理科,应用物理学,378
南京航空航天大学,理科,飞行器设计与工程,378
南京航空航天大学,理科,工商管理类,378
南京航空航天大学,理科,交通运输（机场运行与管理）,377
南京航空航天大学,理科,材料科学与工程,377
南京航空航天大学,理科,管理科学与工程类,377
南京航空航天大学,理科,交通运输（空中交通管制与签派）,377
南京航空航天大学,理科,交通运输（民航运输管理）,376
南京航空航天大学,理科,软件工程,376
南京航空航天大学,理科,信息工程（航天信息应用）,376
南京航空航天大学,理科,飞行器环境与生命保障工程,376
南京航空航天大学,理科,电子信息类（电子信息科学与技术、电子信息科学与技术（微波毫米波系统与器件技术）、信息工程）,376
南京航空航天大学,理科,飞行器制造工程,375
南京航空航天大学,理科,机械工程,375
南京航空航天大学,理科,信息安全,375
南京航空航天大学,理科,物联网工程,375
南京航空航天大学,理科,能源与动力工程,375
南京航空航天大学,理科,飞行器动力工程,375
南京航空航天大学,理科,探测制导与控制技术,375
南京航空航天大学,理科,测控技术与仪器,375
南京航空航天大学,理科,经济与贸易类,375
南京航空航天大学,理科,交通运输类（交通运输（机场运行与管理））（中外合作办学）,357
南京航空航天大学,理科,自动化类（自动化（航空电子与控制））（中外合作办学）,357
南京航空航天大学,文科,管理科学与工程类,371
南京航空航天大学,文科,经济与贸易类,370
南京航空航天大学,文科,英语（民航业务、国际贸易）,369
南京航空航天大学,文科,法学,369
南京航空航天大学,文科,广播电视学,368
南京航空航天大学,文科,政治学与行政学,368
南京航空航天大学,文科,工商管理类,368
中国科学技术大学,理科,理科试验班类（含华罗庚数学科技英才班、严济慈物理科技英才班、卢嘉锡化学科技英才班、贝时璋生命科技英才班）,397
中国科学技术大学,理科,材料类,395
中国科学技术大学,理科,数学类,394
中国科学技术大学,理科,物理学类,394
中国科学技术大学,理科,工科试验班（含钱学森力学科技英才班、计算机与信息科技英才班）,394
中国科学技术大学,理科,理科试验班类（教学改革试点班（00班））,394
中国科学技术大学,理科,计算机类,393
中国科学技术大学,理科,化学类,393
中国科学技术大学,理科,核工程类,393
中国科学技术大学,理科,电子信息类,392
中国科学技术大学,理科,地球物理学类,392
